Chrom,Location,SRR10901764.tmp,SRR10901775.tmp,SRR10901786.tmp,SRR10901806.tmp,SRR10901817.tmp,SRR10901829.tmp,SRR10901830.tmp,SRR10901831.tmp,SRR10901832.tmp,SRR10901833.tmp,SRR10901834.tmp,SRR10901835.tmp,SRR10901836.tmp,SRR10901837.tmp,SRR10901838.tmp,SRR10901839.tmp,SRR10901840.tmp,SRR10901842.tmp,SRR10901843.tmp,SRR10901845.tmp,SRR10901847.tmp,SRR10901848.tmp,SRR10901850.tmp,SRR10901851.tmp,SRR10901852.tmp,SRR10901853.tmp,SRR10901854.tmp,SRR10901855.tmp,SRR10901856.tmp,SRR10901857.tmp,SRR10901858.tmp,SRR10901859.tmp,SRR10901860.tmp,SRR10901861.tmp,SRR10901862.tmp,SRR10901863.tmp
chr21,6621244,18,10,20,17,0,1,8,6,25,15,21,4,0,12,22,23,8,12,20,7,22,0,18,18,13,29,10,28,10,19,1,18,25,20,19,21
chr21,6621249,19,10,18,17,0,1,8,6,25,14,21,5,0,9,22,22,8,12,18,9,19,0,18,17,12,28,9,25,11,19,2,17,20,19,18,18
chr21,6621261,18,9,16,16,0,0,9,5,25,13,20,5,0,8,19,21,8,12,19,9,20,0,17,16,11,29,11,26,10,20,2,15,19,17,16,18
chr21,6621698,20,9,17,15,0,0,9,6,25,13,21,5,0,8,19,20,8,12,18,10,22,0,17,18,11,28,12,25,11,22,2,14,19,17,17,16
chr21,6621788,20,9,17,16,0,0,9,6,26,13,21,5,0,9,18,21,8,12,18,10,22,0,16,18,10,29,12,24,9,22,2,14,20,18,18,16
chr21,6621812,20,9,16,16,0,0,9,6,25,13,20,5,0,9,18,22,8,12,18,11,22,0,16,17,10,28,11,24,9,22,2,14,19,18,18,16
chr21,6621813,21,9,16,15,0,0,10,6,25,15,21,7,0,8,21,22,8,11,16,11,24,0,15,18,10,27,11,23,10,22,2,16,17,20,21,16
chr21,6621910,20,8,18,15,0,0,11,5,25,16,21,7,0,7,19,24,8,12,17,11,25,0,16,18,10,29,11,25,11,21,2,17,16,20,20,16
chr21,9415644,24,17,25,24,0,3,13,6,42,26,38,17,0,15,24,42,5,14,26,17,23,0,22,25,14,39,22,31,11,16,0,31,19,27,36,18
chr21,6621312,26,17,28,26,0,3,13,8,43,25,39,17,0,17,27,46,6,16,26,17,26,0,25,32,15,43,24,32,11,15,0,32,21,29,37,17
chr21,6621833,32,24,35,33,0,3,17,8,46,26,41,19,0,19,28,51,9,19,32,24,32,0,29,36,17,50,26,32,10,20,0,35,29,35,42,21
chr21,9415657,26,13,20,24,0,1,14,6,43,22,32,18,0,11,21,34,5,13,23,13,28,0,21,20,9,33,22,26,14,17,2,19,17,28,32,15
chr21,6621313,24,14,20,23,0,2,13,6,41,21,33,18,0,13,21,35,5,14,23,17,25,0,19,20,9,37,23,28,12,19,1,24,19,27,32,14
chr21,6621348,21,8,16,15,0,0,10,6,24,14,21,6,0,9,18,22,8,12,17,11,22,0,15,17,10,27,11,23,10,22,2,14,18,20,19,16
chr21,6621354,19,10,25,21,0,2,10,7,25,19,22,4,0,13,24,27,9,13,25,7,27,0,20,20,13,32,12,27,10,20,2,18,26,26,21,24
chr21,6621361,24,17,25,24,0,3,13,6,42,26,38,17,0,15,25,42,5,14,26,17,24,0,23,25,14,40,22,31,11,16,0,31,19,27,36,18
chr21,6621362,24,17,25,24,0,3,14,6,42,26,38,17,0,15,26,43,5,15,26,17,25,0,24,28,14,41,22,31,11,16,0,30,20,29,36,17
chr21,6621382,28,19,37,24,0,1,16,8,37,24,39,15,0,23,27,44,14,22,33,24,33,0,32,40,22,50,21,26,14,25,1,35,30,31,41,29
chr21,279523,3,3,10,4,0,1,2,0,9,4,4,4,0,9,5,9,7,3,7,9,18,0,10,4,2,8,1,3,2,6,1,12,16,6,7,16
chr21,6621358,1,3,7,4,0,1,2,0,7,5,4,4,0,9,5,8,5,2,6,8,16,0,12,4,2,6,0,3,2,6,1,12,13,4,4,12
chr21,6621323,20,8,18,15,0,0,11,6,25,16,20,7,0,7,20,23,8,12,17,11,25,0,16,18,10,28,11,25,11,21,2,17,16,20,20,16
chr21,6621324,10,5,15,8,0,2,10,0,7,12,16,8,0,8,6,12,4,6,14,1,17,0,6,4,10,17,3,10,2,4,1,14,15,10,21,6
chr21,9415494,10,8,11,4,0,1,4,1,15,6,11,5,0,6,4,20,3,1,6,8,8,0,8,7,4,19,9,17,4,17,0,17,8,11,22,8
chr22,15338642,10,9,12,4,0,1,4,1,15,6,11,5,0,6,4,20,3,1,6,8,8,0,8,7,5,20,10,17,6,18,0,18,8,11,23,8
chr22,15338619,11,9,15,5,0,1,4,2,17,7,13,5,0,6,4,23,4,1,6,9,9,0,7,9,6,21,11,16,7,18,0,23,10,11,28,7
chr22,15338774,34,28,7,14,0,1,11,4,18,26,53,9,0,11,9,22,21,6,13,6,44,0,13,11,35,22,18,44,10,18,2,37,49,44,8,10
chr22,15338785,34,28,7,14,0,1,11,4,18,27,52,9,0,10,8,21,21,6,13,5,44,0,13,11,35,22,18,44,10,17,2,37,49,44,8,10
chr22,15338788,34,28,7,14,0,1,11,4,18,27,51,9,0,9,8,21,21,6,12,5,43,0,13,11,35,22,18,43,10,18,2,37,49,44,8,10
chr22,21201586,37,26,4,14,0,1,12,3,18,31,53,6,0,7,5,18,18,8,12,5,41,0,12,16,35,17,18,42,11,11,2,34,48,45,8,14
chr22,21201593,39,23,4,13,0,3,11,2,15,28,51,6,0,8,2,19,18,8,12,5,37,0,10,18,33,14,19,40,10,10,2,30,46,44,7,13
chr22,21201594,39,20,9,13,0,4,3,2,10,25,42,3,0,4,1,16,17,3,8,7,31,0,6,17,31,8,20,35,7,8,1,26,29,39,11,8
chr22,21201598,37,19,7,12,0,4,4,2,10,22,42,3,0,4,1,17,18,3,6,6,30,0,5,13,31,9,19,34,6,7,1,28,28,38,11,9
chr22,21201607,37,19,7,12,0,4,4,2,10,22,42,3,0,4,1,16,18,3,5,6,30,0,5,13,31,10,19,34,6,7,1,28,29,37,12,10
chr22,21201774,37,19,7,12,0,4,4,2,10,22,43,3,0,4,1,16,18,3,5,6,31,0,5,13,31,10,19,34,6,7,1,28,30,38,12,10
chr22,15338786,38,19,7,12,0,4,4,2,9,21,43,3,0,4,1,16,18,3,5,5,31,0,5,13,31,10,19,34,6,7,1,28,30,38,11,10
chr22,15338787,8,7,11,1,0,0,2,3,11,5,11,4,0,4,6,16,3,2,6,9,22,0,9,4,6,20,8,15,4,20,0,15,12,16,16,9
chr22,15338816,8,7,11,1,0,0,2,3,11,5,10,4,0,4,6,15,3,1,6,9,22,0,9,4,6,20,8,15,3,20,0,14,11,16,15,8
chr22,15338695,11,9,16,5,0,1,4,2,16,6,12,5,0,6,4,23,4,1,6,9,9,0,8,9,6,20,11,17,7,17,0,22,10,12,27,7
chr3,22860168,7,6,11,1,0,0,2,2,8,4,7,3,0,3,3,11,2,1,5,8,15,0,7,5,6,18,6,16,4,17,0,12,8,10,12,6
chr3,22860209,7,6,11,1,0,0,2,2,8,3,7,3,0,3,3,11,2,1,5,8,15,0,7,4,6,18,6,15,4,17,0,12,8,10,12,6
chr3,22860220,10,7,11,4,0,1,4,1,14,5,11,4,0,6,4,20,2,1,6,8,7,0,7,8,4,19,9,16,4,16,0,16,9,10,20,7
chr3,22860223,37,21,10,16,0,2,4,3,10,22,44,7,0,4,3,17,18,3,4,7,33,0,6,15,33,14,18,35,8,8,2,30,29,39,14,12
chr3,22860239,4,2,13,5,0,1,7,0,15,10,8,2,0,9,9,18,5,6,13,2,9,0,4,16,6,13,2,3,4,8,0,5,4,9,4,9
chr3,22860240,9,6,13,4,0,1,2,1,15,5,11,5,0,6,3,17,2,1,5,8,8,0,7,8,4,18,9,17,3,19,0,15,8,10,20,8
chr3,22860247,13,10,19,6,0,1,2,2,18,9,14,6,0,5,4,24,4,2,8,9,9,0,6,10,6,20,11,15,7,18,0,24,12,11,29,8
chr3,22860367,39,19,7,12,0,3,4,2,9,21,43,4,0,4,2,17,18,4,5,5,31,0,5,14,31,10,18,34,6,7,1,28,29,37,12,11
chr3,22860368,10,9,14,4,0,1,4,1,15,6,11,5,0,6,4,20,3,1,6,9,8,0,8,7,5,19,10,17,6,18,0,19,9,11,24,8
chr3,22860374,8,7,11,1,0,0,2,2,10,5,9,4,0,3,6,14,3,1,6,9,21,0,9,5,6,20,8,15,4,20,0,14,11,15,15,6
chr3,22860381,12,10,18,5,0,1,2,2,18,9,14,5,0,5,4,24,4,1,7,9,8,0,6,10,6,20,11,15,7,18,0,23,11,11,29,8
chr3,22860405,10,9,15,5,0,1,4,1,14,6,11,5,0,6,4,21,3,1,6,9,8,0,8,8,6,19,10,17,7,18,0,19,10,12,24,8
chr3,26577575,37,33,17,14,0,2,4,5,25,27,51,6,0,12,16,32,25,13,15,11,34,0,15,15,44,22,18,44,10,12,1,44,34,54,17,12
chr3,26577597,37,34,18,14,0,2,4,5,25,28,51,6,0,12,16,34,27,12,14,12,37,0,16,14,43,23,18,44,11,13,1,47,35,55,22,13
chr3,26577605,39,33,19,15,0,2,3,5,28,29,52,6,0,13,16,33,26,12,14,11,38,0,15,15,43,23,18,44,11,13,1,47,35,55,22,13
chr3,34079049,11,4,13,10,0,0,1,2,10,15,17,8,0,6,6,8,3,5,11,5,13,0,5,14,2,12,4,10,3,12,0,6,5,11,19,10
chr3,34079055,8,4,13,10,0,0,1,1,8,15,16,8,0,6,6,9,3,5,10,5,13,0,3,14,2,12,4,10,1,12,0,5,5,11,18,10
chr3,34079065,3,2,8,3,0,0,3,0,5,4,2,2,0,2,1,7,2,2,4,6,5,0,2,6,1,6,3,4,1,2,0,2,2,4,4,4
chr3,34079181,3,3,8,4,0,0,3,0,7,6,4,3,0,2,2,9,2,2,4,6,7,0,2,6,1,6,4,5,1,3,0,2,2,6,6,5
chr3,34079186,3,3,8,4,0,0,3,0,7,6,4,3,0,2,2,9,2,2,4,6,7,0,2,6,1,7,4,5,1,3,0,3,2,6,6,5
chr3,34079217,5,6,11,4,0,0,3,0,9,5,6,7,1,4,4,13,2,4,5,8,11,0,7,3,4,11,4,7,1,5,0,7,5,4,7,8
chr3,34079220,8,3,20,5,0,1,1,3,14,6,7,8,0,3,3,18,6,7,9,14,17,0,12,7,3,10,6,11,4,8,0,13,11,7,8,16
chr3,22860208,3,2,8,4,0,0,3,0,6,6,4,3,0,2,2,8,2,2,4,6,6,0,2,6,1,6,3,5,1,3,0,2,2,4,5,4
chr3,22860224,3,5,8,5,0,0,5,0,9,6,5,4,0,3,6,16,2,3,5,8,9,0,3,7,1,11,5,7,1,3,0,5,4,8,7,6
chr3,22860360,7,6,19,3,0,1,2,2,10,7,8,9,1,5,4,12,2,4,6,9,12,0,11,5,5,10,5,9,2,8,0,7,7,3,9,8
chr3,22860369,7,6,19,3,0,1,2,2,10,7,8,9,1,5,4,13,2,4,6,9,12,0,11,5,5,10,5,9,2,8,0,7,7,3,10,8
chr3,22860399,2,0,8,0,0,0,3,0,6,2,6,5,0,4,4,6,1,4,4,2,10,0,4,4,0,5,0,5,4,1,0,5,2,4,8,4
chr3,32762921,11,4,12,10,0,0,1,2,10,15,17,8,0,6,6,8,4,5,11,5,13,0,5,14,2,12,4,10,3,12,0,6,5,11,19,10
chr3,32762922,6,4,13,10,0,0,1,1,8,14,14,9,0,6,6,9,2,4,9,4,13,0,3,12,2,10,5,10,1,12,0,5,4,10,15,8
chr3,32762935,1,0,4,0,0,0,0,0,2,1,0,2,0,1,1,1,0,2,1,0,4,0,0,2,0,1,2,4,1,0,0,0,0,1,1,1
chr3,32762938,1,0,4,0,0,0,1,0,4,2,0,2,0,1,1,2,1,2,1,0,4,0,1,2,0,1,2,4,2,1,0,0,0,1,1,2
chr3,32762941,8,3,9,3,0,0,2,0,14,5,3,6,1,2,6,6,2,2,7,1,12,0,3,5,1,9,4,8,3,4,0,6,4,8,3,8
chr3,32763048,1,0,6,2,0,0,0,0,2,4,0,2,0,2,0,5,1,2,2,4,5,0,1,2,1,4,2,3,0,1,0,1,1,0,3,2
chr3,32763073,3,3,10,1,0,0,3,0,6,3,7,7,0,5,5,10,1,4,7,4,10,0,5,7,1,6,0,8,4,2,0,8,4,6,9,8
chr3,32763074,9,5,23,3,0,1,0,2,15,5,5,8,0,4,3,13,5,6,6,14,18,0,13,7,6,10,6,11,4,8,0,12,11,5,11,14
chr3,32763083,5,4,12,9,0,0,1,1,7,14,14,8,0,6,6,8,2,4,9,4,14,0,2,12,2,10,3,9,1,11,0,5,4,10,15,7
chr3,22860373,9,3,17,6,0,1,1,3,14,5,7,7,0,3,3,18,6,8,9,14,17,0,11,7,3,10,7,11,4,7,0,13,11,7,7,16
chr3,22860424,5,6,11,4,0,1,3,0,9,5,6,7,1,4,4,13,2,4,5,9,10,0,7,3,4,11,4,7,1,5,0,7,5,4,7,8
chr3,22860173,11,10,9,5,0,0,6,0,16,11,17,4,0,9,9,20,5,10,9,8,16,0,7,14,1,25,6,12,10,9,1,13,16,23,14,8
chr3,22860219,14,5,10,11,0,1,4,0,18,13,14,6,2,5,19,7,3,9,12,5,16,0,15,8,8,16,4,16,15,11,0,8,7,15,16,12
chr3,853466,14,5,10,11,0,1,4,0,18,13,14,7,2,5,19,7,3,9,12,5,16,0,15,8,8,16,4,16,15,11,0,8,7,15,16,12
chr3,853482,14,6,10,11,0,2,7,0,18,14,15,8,2,5,21,6,3,9,14,6,18,0,16,7,9,19,5,18,15,11,0,9,9,17,16,13
chr3,6473105,15,9,13,15,0,2,9,0,23,18,21,10,1,10,25,9,6,9,18,11,25,0,19,11,9,23,10,23,17,14,0,11,9,24,18,13
chr3,6474138,15,9,13,14,0,3,9,0,23,18,20,10,1,10,25,9,6,9,19,11,25,0,18,11,9,23,9,22,17,14,0,11,9,24,18,13
chr3,22860228,15,10,13,14,0,3,9,0,23,16,23,11,1,11,25,10,8,10,18,10,26,0,17,13,7,23,10,25,17,13,0,9,9,26,19,14
chr3,22860394,14,4,10,11,0,1,4,0,17,13,14,5,2,5,19,7,3,8,12,5,14,0,15,8,8,15,4,15,15,11,0,8,6,15,16,11
chr3,22860395,4,7,6,10,0,0,10,1,16,11,12,3,1,6,12,16,5,5,10,5,9,0,8,11,6,20,8,18,5,7,0,5,9,19,15,9
chr3,22860414,0,5,7,8,0,0,11,1,15,12,9,2,1,2,11,11,4,2,8,5,6,0,6,6,6,17,5,14,3,7,0,6,7,14,12,12
chr3,22860415,0,6,7,8,0,0,11,1,15,12,9,2,1,2,11,11,4,2,8,5,6,0,6,6,6,17,5,14,3,7,0,6,7,14,12,13
chr3,26576814,0,7,8,8,0,0,11,1,15,13,9,3,1,3,11,11,4,2,8,5,6,0,6,7,6,16,5,14,2,7,0,6,8,15,12,13
chr3,26576828,0,6,7,10,0,0,11,1,14,12,10,2,1,3,12,10,4,2,8,5,6,0,6,7,4,15,5,14,2,7,0,6,9,15,12,13
chr3,26576837,0,6,7,10,0,0,11,1,14,12,10,2,1,3,11,10,4,1,8,5,7,0,6,7,4,14,4,13,2,7,0,6,9,15,11,13
chr3,26576842,1,7,7,9,0,0,13,1,16,11,9,2,1,3,11,12,4,4,9,6,7,0,8,7,6,18,6,15,3,8,0,5,8,15,14,12
chr3,26577566,0,7,8,8,0,0,11,1,15,13,9,3,1,3,11,11,4,2,8,5,6,0,6,7,6,17,5,14,3,7,0,6,8,15,12,13
chr3,26577568,0,6,8,8,0,0,11,1,15,13,9,2,1,3,11,11,4,2,8,5,6,0,6,6,6,17,5,14,3,7,0,6,7,14,12,13
chr3,26577595,6,15,1,9,0,0,1,0,7,8,8,3,0,7,17,5,3,2,4,5,7,0,3,2,7,10,4,9,2,4,0,5,9,6,12,1
chr3,26577598,6,14,1,9,0,0,1,1,8,8,8,3,0,7,16,4,3,2,4,4,7,0,2,2,7,11,4,8,1,3,0,4,9,5,14,1
chr3,26577604,7,13,1,10,0,0,2,1,11,9,10,2,0,8,13,4,2,1,4,4,10,0,2,1,5,10,5,8,1,4,0,5,10,5,21,2
chr3,32762944,7,12,1,10,0,0,2,1,11,10,10,1,0,8,14,4,2,1,4,4,10,0,2,1,5,10,5,8,1,4,0,5,10,5,21,2
chr3,32763047,7,12,1,10,0,0,2,1,11,11,10,1,0,8,14,4,2,1,4,5,10,0,2,1,5,10,5,8,1,4,0,5,10,5,22,2
chr3,32763049,5,11,1,5,0,0,1,1,9,10,8,0,0,4,11,4,3,0,4,3,7,0,2,2,1,9,6,6,2,5,0,5,8,6,15,2
chr3,33812474,4,3,6,8,0,2,3,4,10,7,6,1,0,2,8,6,4,6,6,2,9,0,6,4,5,11,4,10,11,8,0,7,12,8,8,7
chr3,33812478,9,9,10,2,0,2,0,1,7,1,10,3,0,3,3,12,5,5,4,4,7,0,6,5,2,8,5,8,8,8,0,7,5,4,3,1
chr3,33812489,9,9,9,2,0,2,0,1,7,1,10,3,0,2,3,12,5,5,4,4,6,0,6,4,2,8,5,8,9,8,0,7,5,4,3,1
chr3,33813112,7,14,2,10,0,0,1,1,10,8,10,3,0,7,17,5,3,2,4,6,9,0,2,2,7,10,5,8,1,5,0,5,10,6,15,1
chr3,33813114,0,6,7,8,0,0,12,1,15,12,8,2,1,2,11,11,4,3,9,5,6,0,8,7,7,17,6,14,3,7,0,5,7,14,13,12
chr3,33813125,5,7,11,13,0,4,7,2,7,11,12,3,0,10,11,16,8,7,10,6,13,0,11,5,2,14,2,9,6,11,0,14,4,11,26,10
chr3,33813126,7,5,11,6,0,0,6,3,0,10,13,2,1,4,8,15,6,3,11,5,14,0,14,12,5,18,5,8,4,6,0,16,10,14,6,7
chr3,33813141,9,6,15,6,0,1,7,3,0,16,24,4,1,5,14,24,10,3,15,8,22,0,18,13,5,22,12,17,6,9,0,20,13,20,9,10
chr3,33813223,11,7,16,6,0,1,7,3,0,16,25,4,1,6,15,25,10,3,15,9,23,0,20,14,5,23,13,20,7,10,0,20,15,22,11,10
chr3,34079050,16,17,31,8,0,5,14,0,0,17,29,6,3,8,23,35,6,15,21,14,24,0,14,21,12,21,9,23,8,19,2,32,38,29,18,12
chr3,22860383,13,17,31,9,0,5,13,0,0,18,30,7,4,5,23,32,6,13,20,15,22,0,17,21,11,25,9,23,11,18,1,27,37,28,18,12
chr3,22860413,17,20,34,12,0,5,17,0,0,19,34,9,4,9,26,37,9,17,23,19,23,0,25,23,15,28,10,23,12,20,1,33,38,32,24,14
chr3,26577608,16,19,34,14,0,4,17,0,0,19,33,10,5,10,22,34,8,15,22,18,22,0,23,22,13,28,8,22,10,19,1,33,31,29,21,14
chr3,32763071,17,21,35,12,0,5,17,0,0,19,34,9,4,10,25,36,9,17,23,19,23,0,25,24,15,28,10,23,12,20,1,33,37,32,24,14
chr3,32763075,17,20,34,12,0,5,17,0,0,19,33,9,5,10,24,35,9,17,22,18,22,0,24,23,15,27,10,23,12,20,1,33,36,31,23,14
chr3,12226579,10,7,16,6,0,1,7,3,0,16,25,4,1,6,15,25,10,3,15,9,22,0,20,14,5,23,12,20,7,10,0,20,15,22,11,10
chr3,34079196,19,13,21,19,0,0,12,2,0,17,22,8,1,2,10,34,3,5,19,20,23,0,19,10,12,22,11,22,6,16,0,25,19,16,12,11
chr3,26576858,19,12,20,19,0,0,13,2,0,18,23,8,1,1,10,34,3,5,18,20,23,0,20,9,13,22,11,23,6,16,0,25,19,16,12,11
chr3,33813124,19,12,20,19,0,0,13,2,0,18,23,8,0,1,10,34,3,5,19,20,23,0,20,9,13,22,11,24,6,17,0,25,19,16,12,11
chr4,7782307,7,5,10,6,0,0,6,3,0,10,12,2,0,4,7,15,6,3,11,5,13,0,14,12,5,16,5,7,4,6,0,16,10,14,6,7
chr4,7782318,11,8,18,7,0,1,7,3,0,18,29,5,1,7,18,28,11,5,16,9,24,0,25,15,5,27,17,24,8,12,1,24,17,25,15,13
chr4,7782319,11,8,18,7,0,1,7,3,0,18,28,5,1,7,18,29,10,5,16,9,24,0,23,15,5,27,16,24,8,12,1,23,17,24,15,13
chr4,7782333,17,15,33,7,0,4,14,2,0,22,28,8,1,11,24,43,5,12,18,13,26,0,18,22,11,26,10,24,9,18,2,30,36,30,23,13
chr4,7782480,5,7,23,7,0,2,11,2,0,21,23,9,1,8,19,30,10,9,19,13,22,0,19,18,7,22,10,23,11,21,0,26,19,21,21,16
chr6,19176089,3,3,6,3,0,0,3,2,0,3,5,1,0,1,5,8,2,3,5,2,5,0,6,3,3,6,3,5,4,2,0,3,5,7,4,4
chr6,19176094,9,6,15,6,0,1,7,3,0,16,24,4,1,5,14,24,10,3,15,8,21,0,18,13,5,22,12,17,6,9,0,20,13,20,9,10
chr6,19176095,11,7,18,7,0,1,7,3,0,18,30,5,1,7,18,28,11,5,16,9,24,0,26,15,7,27,18,24,8,12,1,25,19,27,15,13
chr6,19176096,10,11,9,6,0,0,8,0,0,9,20,5,1,4,6,18,2,11,8,8,17,0,4,7,5,9,7,14,6,3,0,7,3,9,9,8
chr6,19176185,12,10,12,9,0,1,5,0,0,10,23,7,0,5,12,19,2,13,9,7,19,0,7,11,6,6,6,18,5,7,0,5,10,8,7,11
chr6,19176112,19,13,15,11,0,2,6,1,0,16,26,8,0,7,14,27,3,14,13,11,20,0,7,12,5,14,9,21,8,10,0,9,10,16,14,12
chr6,19176183,18,13,15,11,0,2,5,1,0,16,26,8,0,7,13,27,3,14,13,11,20,0,7,13,5,14,9,21,8,9,0,10,9,16,14,11
chr6,30345120,17,16,30,9,0,5,14,0,0,17,31,6,3,9,23,37,5,13,19,16,23,0,17,21,12,25,10,24,9,18,2,31,38,29,18,13
chr6,30345140,16,17,31,8,0,5,14,0,0,17,30,6,3,8,23,36,6,15,21,14,24,0,16,20,12,21,10,24,9,19,2,33,38,29,18,12
chr6,30345195,7,5,12,7,0,1,7,3,0,13,20,3,1,5,13,19,8,3,15,6,17,0,17,14,5,20,10,14,5,8,0,18,13,17,7,9
chr6,30345274,11,8,18,7,0,1,7,3,0,18,28,5,1,7,18,29,11,5,16,9,24,0,24,15,5,27,16,24,8,12,1,23,17,25,15,13
chr6,30345275,19,13,14,11,0,2,4,1,0,16,25,8,0,7,11,26,4,15,12,10,19,0,9,13,4,14,8,23,8,8,0,10,9,17,16,12
chr7,15622640,7,5,12,7,0,1,7,3,0,13,20,3,1,5,13,19,8,3,15,6,17,0,17,14,5,20,10,14,5,8,0,18,13,18,7,9
chr7,15622660,18,12,26,20,0,1,5,3,0,21,26,8,0,6,24,14,8,7,14,19,30,0,22,27,12,34,9,20,17,18,0,27,26,29,31,23
chr7,15622663,22,13,27,23,0,1,6,4,0,27,34,8,0,7,28,21,10,12,19,21,33,0,26,30,12,35,13,25,21,20,0,36,27,35,31,26
chr7,15622666,11,9,10,9,0,1,5,0,0,8,24,6,0,4,9,18,2,13,8,6,19,0,6,8,6,6,7,16,5,6,0,5,10,6,5,9
chr7,15622696,17,13,14,12,0,2,6,1,0,15,24,8,0,7,14,25,3,14,13,10,20,0,7,12,5,13,8,20,8,12,0,9,13,15,12,12
chr7,15622662,20,12,20,19,0,0,13,2,0,18,23,8,0,1,10,34,3,5,20,20,24,0,20,9,13,22,11,24,6,18,0,26,19,16,13,11
chr7,26221844,20,10,20,18,0,0,13,2,0,18,21,8,0,2,11,32,3,5,20,20,25,0,21,11,13,23,11,25,7,18,0,27,18,16,13,11
chr8,21787851,21,9,19,18,0,0,14,2,0,19,20,8,0,2,10,33,4,4,20,19,25,0,20,11,13,22,9,24,7,17,0,27,18,16,14,10
chr8,21787854,11,7,17,6,0,1,7,3,0,16,26,4,1,7,15,25,10,3,15,9,24,0,22,14,5,24,15,20,7,10,0,21,17,22,14,10
chr8,21787866,14,10,24,7,0,6,9,3,0,19,34,6,1,10,20,33,13,8,20,10,26,0,29,18,9,33,22,32,9,16,1,27,25,28,15,18
chr8,21788181,9,16,25,11,0,1,13,6,0,35,26,15,0,13,18,41,6,13,25,15,28,0,19,26,13,27,12,29,10,21,0,27,31,28,24,15
chr8,21788182,1,3,9,1,0,0,2,1,0,11,5,1,0,0,3,6,1,3,5,4,5,0,7,2,2,5,2,5,3,4,0,6,4,8,6,6
chr8,21788210,0,1,8,1,0,0,2,1,0,9,5,0,0,0,3,7,1,3,4,4,3,0,8,2,2,5,2,5,2,4,0,4,3,6,5,7
chr8,21788218,1,1,4,0,0,3,3,2,0,1,6,2,0,2,7,4,3,3,2,1,10,0,3,3,1,4,3,5,1,11,0,2,0,4,1,5
chr8,21788220,1,1,4,0,0,3,3,2,0,1,6,2,0,2,7,4,3,3,2,1,10,0,3,3,1,4,3,5,1,11,0,2,0,4,1,5
chr8,21788207,2,1,4,0,0,3,3,2,0,1,6,2,0,2,7,3,3,3,2,0,10,0,3,3,1,4,3,5,1,11,0,1,0,5,1,5
chr8,4843093,2,1,4,0,0,3,3,2,0,1,6,2,0,2,7,3,3,3,2,0,10,0,3,3,1,3,3,5,1,11,0,1,0,5,1,5
chr8,4843127,1,2,8,1,0,0,2,1,0,9,5,0,0,0,3,6,1,3,4,4,3,0,8,2,2,5,2,5,3,4,0,4,3,6,6,6
chr8,21787822,1,1,4,0,0,3,4,1,0,1,6,1,0,2,7,4,3,3,2,1,9,0,3,3,2,4,3,5,1,11,0,2,1,4,1,6
chr8,21787841,1,2,8,1,0,0,2,1,0,9,5,1,0,0,3,6,1,3,4,4,3,0,7,2,2,5,2,5,3,4,0,4,3,6,6,6
chr8,21787888,0,1,7,0,0,0,1,1,0,8,5,0,0,0,2,6,1,3,4,4,2,0,8,2,2,5,2,4,2,4,0,4,3,5,6,6
chr8,21787832,12,6,11,8,5,3,10,4,8,6,5,11,0,4,13,13,6,6,5,7,10,17,16,12,4,13,5,11,6,13,0,2,13,27,14,17
chr8,21787921,12,6,9,8,5,3,10,4,8,7,5,11,0,4,13,13,6,5,5,7,9,17,15,12,4,12,5,10,5,13,0,2,13,26,14,16
chr8,21787924,11,6,9,8,5,3,10,4,7,7,5,11,0,4,13,13,6,5,5,6,8,15,14,12,4,12,5,10,5,13,0,2,13,26,13,15
chr8,3993695,10,5,9,11,6,3,10,3,8,7,7,12,0,3,11,14,6,5,4,6,8,14,15,12,4,10,5,13,5,13,0,2,12,25,13,14
chr8,3993710,10,6,11,11,6,3,10,3,9,7,7,11,0,3,12,14,6,5,4,6,8,14,15,12,4,10,5,14,5,13,0,3,12,26,13,14
chr8,3993713,10,6,11,11,6,3,10,3,9,7,6,10,0,3,12,13,6,5,4,7,8,14,15,12,5,9,5,14,4,13,0,3,12,26,13,14
chr8,21787838,10,6,11,13,5,3,13,3,8,8,7,8,0,2,14,16,5,5,4,6,7,12,15,9,4,9,5,16,3,12,0,3,12,30,10,11
chr8,3994996,9,6,16,11,6,2,11,3,11,13,12,8,0,0,13,14,4,2,4,5,5,9,16,8,3,10,7,20,2,8,0,7,7,28,9,6
chr8,3995006,10,5,16,9,6,2,9,3,8,13,13,7,0,0,12,14,4,2,4,4,5,8,16,8,3,11,8,18,1,8,0,8,6,23,8,4
chr8,21787862,10,5,16,8,5,2,9,3,7,15,14,8,0,0,11,11,4,1,4,3,7,8,16,7,3,10,6,19,1,7,0,9,5,22,7,3
chr8,21787871,10,5,16,8,5,2,9,3,7,15,14,8,0,0,11,11,4,1,4,3,7,8,16,7,3,10,6,19,1,7,0,9,5,22,7,3
chr8,21788190,10,6,9,8,4,3,10,4,8,7,5,11,0,4,12,14,6,5,5,6,8,14,13,12,4,12,4,11,5,13,0,2,12,26,13,14
chr8,5219607,9,6,15,11,5,2,13,2,10,11,13,9,0,1,15,15,4,3,4,5,6,8,15,10,4,10,6,20,2,10,0,7,8,29,8,7
