Chrom,Location,SRR10901765.tmp,SRR10901766.tmp,SRR10901767.tmp,SRR10901768.tmp,SRR10901769.tmp,SRR10901770.tmp,SRR10901771.tmp,SRR10901772.tmp,SRR10901773.tmp,SRR10901774.tmp,SRR10901776.tmp,SRR10901777.tmp,SRR10901778.tmp,SRR10901779.tmp,SRR10901780.tmp,SRR10901781.tmp,SRR10901782.tmp,SRR10901783.tmp,SRR10901784.tmp,SRR10901785.tmp,SRR10901787.tmp,SRR10901788.tmp,SRR10901789.tmp,SRR10901790.tmp,SRR10901791.tmp,SRR10901792.tmp,SRR10901793.tmp,SRR10901794.tmp,SRR10901795.tmp,SRR10901796.tmp,SRR10901797.tmp,SRR10901798.tmp,SRR10901799.tmp,SRR10901800.tmp,SRR10901801.tmp,SRR10901802.tmp,SRR10901803.tmp,SRR10901804.tmp,SRR10901805.tmp,SRR10901807.tmp,SRR10901808.tmp,SRR10901809.tmp,SRR10901810.tmp,SRR10901811.tmp,SRR10901812.tmp,SRR10901813.tmp,SRR10901814.tmp,SRR10901815.tmp,SRR10901816.tmp,SRR10901818.tmp,SRR10901819.tmp,SRR10901820.tmp,SRR10901822.tmp,SRR10901823.tmp,SRR10901824.tmp,SRR10901825.tmp,SRR10901826.tmp,SRR10901827.tmp,SRR10901828.tmp
chr1,16009555,107,57,70,64,78,59,104,88,58,76,90,101,115,67,77,89,47,74,69,63,71,41,65,117,152,87,205,84,87,67,107,49,90,5,2,83,71,72,75,66,76,80,0,6,92,59,112,71,74,83,53,37,0,53,85,23,63,0,105
chr1,16009589,107,57,69,63,78,57,105,88,58,75,90,101,115,67,75,87,47,73,69,63,70,41,64,116,151,87,205,83,87,67,107,48,90,5,2,83,72,73,73,66,76,80,0,6,92,58,113,71,73,81,52,38,0,53,84,23,64,0,104
chr1,27945784,107,57,69,63,78,55,105,87,58,75,90,101,115,65,74,87,47,73,69,63,69,41,64,115,149,87,204,81,87,64,105,47,90,5,2,83,72,73,72,65,78,80,0,6,91,58,112,72,72,80,52,38,0,53,84,22,63,0,103
chr1,27945919,21,0,19,11,21,10,25,25,20,7,22,15,7,29,18,19,12,13,18,16,14,4,10,18,37,7,21,12,8,14,13,11,14,0,1,17,15,18,10,13,13,18,0,1,14,8,23,12,18,16,4,9,0,12,8,4,15,0,6
chr1,27945921,19,2,18,15,16,10,32,23,16,14,19,9,7,18,10,25,19,27,15,13,10,17,11,35,64,8,14,11,12,17,13,9,15,0,0,18,11,12,12,16,18,8,0,0,23,9,15,12,15,9,6,7,0,8,8,4,8,0,3
chr1,27945950,11,2,13,13,10,5,28,17,14,9,14,5,5,14,9,18,15,17,12,10,10,12,6,27,58,7,14,6,10,13,10,9,12,0,0,16,8,11,7,12,11,7,0,0,18,5,4,7,9,7,6,6,0,6,5,4,2,0,2
chr1,27945966,17,1,9,12,8,13,19,16,9,13,13,9,6,10,12,14,10,13,12,10,13,8,11,29,51,9,13,10,11,14,14,8,14,0,0,9,13,8,5,14,11,7,0,0,14,8,12,13,12,7,7,6,0,8,7,4,4,0,1
chr1,27945990,16,1,5,10,9,15,22,17,7,13,13,10,7,11,12,14,9,12,14,10,13,5,11,29,51,6,10,13,10,11,13,7,14,0,0,11,15,7,4,12,9,6,0,0,14,9,14,13,13,8,5,5,0,8,6,2,3,0,4
chr1,27945991,16,1,5,10,9,15,21,17,6,14,13,10,7,11,12,15,9,12,15,10,13,5,11,30,51,6,8,13,10,11,13,5,13,0,0,10,14,7,4,12,9,6,0,0,14,9,13,13,13,8,5,5,0,8,6,2,3,0,4
chr1,27946003,15,1,5,10,8,14,21,17,7,13,12,10,7,11,12,13,9,11,14,10,12,5,11,28,52,6,10,11,10,11,14,7,14,0,0,10,15,7,4,12,9,7,0,0,14,9,12,13,13,8,5,6,0,8,6,2,3,0,2
chr1,16009170,12,0,15,8,11,4,19,16,10,9,17,14,6,21,12,14,10,16,15,11,10,3,6,18,25,6,11,10,3,10,7,7,8,0,2,10,12,14,6,8,9,12,0,1,10,7,18,9,8,10,3,8,0,14,9,3,5,0,6
chr1,2901096,11,0,10,7,8,4,21,14,10,9,11,13,5,19,10,11,9,16,13,9,7,3,6,15,22,5,11,8,2,7,6,5,6,0,2,10,11,13,5,5,9,9,0,1,9,7,16,9,7,11,2,9,0,13,8,3,4,0,6
chr1,2901110,11,0,7,7,6,5,20,11,8,8,9,11,5,16,9,10,8,16,11,5,5,3,4,12,19,5,8,8,2,7,6,6,5,0,2,10,11,13,4,6,8,7,0,1,10,7,16,9,6,10,2,7,0,10,9,2,4,0,6
chr1,2901129,13,1,9,8,6,8,22,18,8,10,10,12,7,18,13,12,9,16,10,6,6,4,6,13,18,6,9,9,3,10,8,5,7,0,2,11,10,9,10,7,8,9,0,1,10,8,21,10,5,12,1,8,0,11,10,3,6,0,5
chr1,16009158,16,2,18,12,11,10,27,21,20,13,15,17,13,17,15,15,15,19,17,10,11,8,10,21,30,14,15,9,4,15,9,9,17,0,0,17,19,10,15,6,9,22,0,1,18,8,20,23,6,12,3,11,0,17,9,3,17,0,2
chr1,16009569,22,2,21,18,14,12,33,24,23,13,20,21,16,21,17,20,16,21,22,12,13,7,13,23,36,18,17,12,7,20,13,11,18,0,0,21,29,10,19,8,10,25,0,1,22,10,20,28,9,18,3,11,0,19,9,4,24,0,4
chr1,16009573,107,57,70,65,79,59,104,89,58,76,90,101,115,68,77,89,47,74,70,63,71,41,65,118,153,87,205,83,87,70,107,49,90,5,2,83,71,72,75,66,76,80,0,6,92,62,112,71,75,83,53,38,0,53,85,23,63,0,105
chr1,16009592,107,57,70,65,79,59,104,89,58,76,90,101,115,68,77,89,47,74,70,63,71,41,65,118,152,87,205,84,87,68,107,49,90,5,2,83,71,72,75,66,76,80,0,6,92,61,112,71,74,83,53,38,0,53,85,23,63,0,105
chr1,27945783,109,56,67,63,79,55,105,86,58,74,90,100,115,66,73,86,48,73,67,63,69,40,63,114,147,87,202,82,86,64,108,49,89,5,1,83,72,72,72,65,79,81,0,6,88,58,110,72,72,81,50,38,0,50,84,21,61,0,101
chr1,16009730,102,56,63,63,76,53,114,75,57,62,84,98,112,61,67,78,46,68,62,59,66,36,53,109,134,86,195,64,88,63,110,49,84,6,1,88,69,71,72,67,79,85,0,6,87,51,100,62,62,82,50,33,0,50,81,18,51,0,99
chr1,16009731,101,56,64,63,78,53,113,76,57,62,84,98,112,60,66,80,45,68,62,58,68,36,53,109,138,86,193,64,88,63,111,48,82,6,1,87,67,71,72,67,79,85,0,6,87,51,102,63,63,82,51,33,0,51,81,18,52,0,99
chr1,16009853,102,56,66,63,80,54,112,79,59,63,86,97,114,64,70,82,47,69,64,58,68,36,54,112,145,86,200,68,90,67,114,47,86,6,2,88,67,71,76,68,81,86,0,6,86,52,111,65,63,86,54,36,0,52,81,18,53,0,102
chr1,16009914,103,57,65,63,80,57,114,80,60,64,86,99,114,64,73,84,47,71,66,58,67,37,56,112,146,87,202,69,91,67,115,49,87,7,2,90,67,72,75,70,82,89,0,6,89,52,112,67,65,86,54,37,0,52,84,18,53,0,102
chr1,27945808,102,58,66,64,80,59,114,81,59,64,87,100,114,64,72,85,48,72,69,58,67,37,58,114,147,87,204,69,91,67,117,49,86,7,2,90,69,75,75,69,83,89,0,6,91,52,114,67,67,88,54,37,0,56,84,18,54,0,102
chr1,27945827,103,59,69,65,80,61,118,82,62,65,89,102,115,66,74,85,50,74,71,60,67,40,62,117,151,87,208,69,94,67,121,50,86,7,3,91,72,76,78,69,83,90,0,6,94,55,114,68,68,91,54,38,0,57,85,18,56,0,104
chr1,27945832,15,1,5,10,9,15,22,17,7,13,13,10,7,11,12,14,9,12,14,10,12,5,11,29,52,6,10,12,10,11,14,7,14,0,0,11,16,7,4,12,9,6,0,0,14,9,13,13,13,8,5,6,0,8,6,2,3,0,2
chr1,27945833,16,1,5,10,8,15,19,17,6,14,13,10,7,12,13,15,9,12,16,10,12,4,12,30,51,6,7,13,10,10,13,4,13,0,0,9,14,7,5,12,9,6,0,0,15,9,13,13,14,8,5,5,0,8,6,2,4,0,4
chr1,27950366,11,1,11,7,21,7,22,25,15,9,12,17,5,19,10,11,6,15,9,14,9,4,7,22,34,4,27,7,12,7,10,12,19,0,1,14,7,8,7,10,9,12,0,1,11,5,23,9,12,10,5,8,0,10,7,4,14,0,5
chr1,16009587,11,0,13,7,10,4,20,16,10,10,14,13,6,20,11,12,10,16,14,10,9,3,5,17,24,5,11,10,2,9,7,6,7,0,2,10,10,14,6,7,9,11,0,1,9,7,17,9,7,9,3,8,0,14,8,3,5,0,6
chr1,27945704,11,0,11,7,9,5,21,15,10,8,13,13,5,19,10,11,9,16,15,9,8,3,6,15,22,5,11,9,2,7,6,5,6,0,2,10,10,13,5,5,9,9,0,1,10,7,16,9,7,9,2,9,0,14,9,3,5,0,6
chr1,27945698,21,2,20,16,13,11,31,23,22,13,19,20,15,20,17,19,18,18,19,9,13,7,12,22,33,16,15,11,6,19,11,12,17,0,0,20,25,11,18,7,10,27,0,1,24,8,20,25,8,17,3,12,0,19,9,3,21,0,3
chr1,27945708,106,58,71,66,81,62,105,89,59,80,93,104,115,69,81,91,49,74,69,64,72,43,67,118,158,87,204,86,88,71,107,49,92,5,2,83,74,73,77,68,77,81,0,6,94,65,119,74,77,85,54,39,0,55,87,24,66,0,105
chr1,27945796,107,58,71,66,80,60,104,89,59,78,91,102,115,69,79,90,48,74,71,64,72,42,67,120,156,87,204,85,87,70,107,49,90,5,2,83,72,72,76,67,77,80,0,6,94,63,116,73,77,84,53,39,0,54,85,24,65,0,105
chr1,27946035,107,57,69,63,78,57,104,88,58,75,91,101,115,67,74,86,47,73,69,63,70,41,64,116,150,87,205,82,87,66,106,48,90,5,2,83,72,73,72,66,77,80,0,6,92,58,113,72,73,80,52,38,0,53,84,22,63,0,103
chr1,27946045,105,56,67,69,84,61,115,87,60,64,97,100,117,64,77,86,46,73,65,60,70,40,66,119,163,89,194,69,88,70,117,46,90,5,1,92,80,76,82,73,84,90,1,6,96,52,122,69,71,89,52,46,0,54,88,20,59,0,100
chr1,27949281,100,57,61,62,75,52,108,75,55,61,84,95,114,58,68,77,43,65,57,60,65,37,54,107,125,86,195,63,85,61,109,47,83,6,1,85,70,71,70,64,74,83,0,6,83,51,95,59,59,77,48,35,0,47,83,19,50,0,98
chr1,27949286,101,56,62,61,76,52,111,75,56,61,84,95,112,57,67,77,44,67,58,59,66,35,53,109,128,86,192,63,85,62,107,48,84,6,1,85,68,71,69,65,76,86,0,6,84,51,98,62,60,79,48,34,0,48,81,19,49,0,98
chr1,27949349,101,56,62,61,76,52,111,75,56,61,84,95,112,57,67,77,44,67,58,59,66,35,53,109,128,86,193,63,85,62,107,48,84,6,1,85,68,71,69,65,76,86,0,6,85,51,98,62,60,79,48,34,0,48,81,19,49,0,98
chr1,27949350,97,59,64,64,75,57,107,77,61,64,87,103,115,57,75,84,46,69,64,57,65,41,59,110,141,86,205,65,89,63,116,47,79,5,3,84,70,75,72,65,81,87,0,6,89,51,109,61,65,88,52,35,0,51,82,18,50,0,104
chr1,27949353,17,1,9,12,8,14,19,16,9,13,13,9,6,10,12,14,10,13,12,10,13,8,11,29,51,9,13,10,11,14,14,8,14,0,0,9,13,8,5,14,11,7,0,0,14,8,12,13,12,7,7,6,0,8,7,4,4,0,1
chr1,27945760,104,57,63,62,79,56,100,79,58,75,90,96,117,57,68,84,44,70,63,59,63,40,62,109,135,86,197,73,87,67,110,47,83,5,1,78,66,67,69,63,79,81,0,6,82,52,101,63,66,78,48,38,0,47,82,19,52,0,104
chr1,27949289,102,56,63,63,77,53,113,75,56,62,84,98,112,61,67,80,46,68,62,59,66,36,54,109,138,86,195,64,88,63,110,48,83,6,1,87,68,72,72,67,79,85,0,6,87,51,102,63,63,82,51,33,0,50,81,18,52,0,99
chr10,12701441,15,1,5,10,8,13,21,17,7,13,12,10,7,11,11,13,9,10,14,10,12,5,11,28,51,6,10,10,10,12,14,7,14,0,0,10,15,8,4,12,9,7,0,0,14,9,12,13,13,7,5,6,0,8,6,2,3,0,2
chr10,12701445,104,57,63,62,78,55,100,80,58,75,89,96,117,57,68,83,43,70,62,59,63,40,62,109,136,85,197,73,86,66,110,47,83,5,1,78,66,67,69,63,79,81,0,6,82,52,100,62,65,77,48,38,0,47,82,19,52,0,104
chr10,12701450,101,57,61,62,82,55,103,77,59,69,88,101,118,57,72,82,42,69,63,59,61,39,61,108,134,88,195,69,86,66,112,47,88,5,1,80,66,66,68,62,81,83,0,6,83,49,96,63,61,78,49,40,0,48,82,18,51,0,103
chr10,12701456,102,57,61,62,84,57,104,76,59,72,88,102,118,58,75,84,43,69,65,61,63,40,62,109,138,89,197,69,87,68,112,47,89,5,1,81,66,66,69,62,82,84,0,6,83,49,97,66,63,79,51,43,0,49,83,19,51,0,103
chr10,12701544,102,57,61,62,84,58,104,78,59,74,89,104,117,62,75,87,44,70,66,63,63,40,62,110,144,89,198,69,87,69,113,47,91,5,1,82,65,67,69,62,83,84,0,6,83,49,99,66,65,79,51,43,0,49,84,19,50,0,103
chr10,12701555,103,57,61,63,84,58,104,78,59,74,89,104,117,62,75,87,44,70,66,63,63,40,62,110,145,89,198,70,87,70,113,47,91,5,1,82,66,68,69,62,82,84,0,6,83,49,100,65,66,79,51,43,0,49,84,19,51,0,103
chr10,12701561,105,57,61,66,86,60,106,82,64,76,91,104,120,61,81,88,43,71,66,66,65,42,69,114,152,90,200,72,88,70,110,48,95,5,1,82,67,70,72,64,82,86,0,6,87,51,108,69,74,79,56,47,0,51,87,22,58,0,103
chr10,12701753,20,0,19,11,21,10,25,25,20,7,22,15,7,27,18,19,12,13,18,16,14,4,10,18,37,7,21,12,8,14,14,11,15,0,1,17,15,18,10,13,12,17,0,1,14,8,23,12,18,16,4,11,0,12,8,4,16,0,6
chr10,12701788,101,57,61,62,84,57,104,77,58,73,89,103,117,60,75,85,43,70,65,61,63,40,62,109,140,89,198,69,87,68,112,47,89,5,1,81,65,65,69,62,83,84,0,6,82,49,98,66,64,79,51,43,0,49,83,19,50,0,103
chr10,12706218,103,57,63,62,78,54,101,78,59,74,89,99,117,58,72,83,43,68,60,59,64,41,62,111,136,86,198,72,86,67,111,46,85,5,1,79,66,67,70,63,81,82,0,6,81,51,97,64,62,79,48,38,0,47,81,18,52,0,105
chr10,12706223,101,57,63,62,78,54,101,78,59,74,89,99,117,58,72,82,43,68,61,59,63,41,61,111,135,86,198,72,86,65,111,46,85,5,1,79,66,67,69,63,81,82,0,6,81,50,97,64,62,79,48,38,0,47,81,18,52,0,105
chr10,12706244,25,1,18,13,25,14,35,33,16,13,31,21,11,19,19,29,20,29,18,16,15,13,20,40,67,8,21,12,14,21,13,13,18,0,0,19,18,17,11,15,23,10,0,0,30,22,31,18,17,10,3,16,0,10,10,3,13,0,5
chr10,12706247,178,55,64,80,111,60,169,120,74,79,117,138,80,64,89,86,53,90,89,80,70,35,43,150,198,154,190,64,109,91,167,78,102,3,1,109,111,103,69,76,87,95,4,6,117,72,166,87,98,118,51,56,0,78,133,40,53,0,142
chr10,12706250,176,54,64,81,110,61,169,122,77,81,120,138,79,63,89,87,53,89,89,83,73,33,44,156,198,154,188,67,109,94,168,78,102,4,1,110,110,103,69,77,88,96,4,6,116,71,167,92,98,118,48,56,0,79,132,39,56,0,142
chr10,12706263,175,54,65,81,110,60,164,124,75,82,119,137,80,60,89,85,55,90,88,84,69,33,42,155,201,153,186,65,110,90,167,73,101,4,1,107,115,101,69,77,87,95,4,6,113,71,165,90,98,120,46,57,0,78,130,39,57,0,143
chr10,12706264,12,2,1,3,5,2,19,14,9,7,6,9,2,6,2,9,3,8,5,9,7,3,6,13,29,8,17,6,9,6,7,4,6,0,2,14,6,4,4,6,7,4,0,0,8,5,14,10,10,11,7,4,0,4,9,3,4,0,3
chr10,23848413,13,2,1,3,5,1,20,18,12,9,8,10,4,7,3,9,3,9,7,10,10,3,8,12,29,7,18,8,10,5,12,3,6,0,2,14,8,5,4,7,6,4,0,0,8,7,15,11,9,11,6,5,0,6,8,3,5,0,3
chr10,23848422,10,2,4,0,3,1,12,5,2,6,1,5,4,4,2,3,3,12,3,5,6,4,5,11,25,6,17,5,10,8,5,7,5,0,0,5,6,6,7,2,3,8,1,0,5,4,14,6,11,11,7,3,0,3,7,3,5,0,3
chr10,23848603,10,2,4,1,3,2,13,5,3,5,2,5,5,5,3,3,5,12,5,5,6,3,5,13,28,7,18,5,10,8,5,8,5,0,0,6,8,6,7,2,5,8,1,0,5,5,17,6,12,11,8,3,0,4,8,2,5,0,3
chr10,12701438,11,2,4,1,3,2,13,6,3,5,2,5,5,5,3,5,4,12,5,5,7,3,5,14,29,7,18,5,10,8,5,8,6,0,0,6,8,6,7,2,5,8,1,0,5,5,18,7,12,12,8,3,0,4,8,2,5,0,3
chr10,12701726,25,1,12,12,11,9,20,24,18,11,12,19,11,12,7,15,15,24,15,11,8,11,12,29,57,12,22,10,8,18,14,10,24,0,2,7,18,15,14,19,20,18,0,1,23,15,35,30,19,19,6,7,0,11,15,1,19,0,7
chr10,12720793,25,1,12,13,11,9,20,25,16,11,12,19,11,12,7,15,16,24,16,12,8,10,11,27,57,11,22,10,7,18,14,10,24,0,2,7,18,15,14,17,20,18,0,1,24,15,35,30,19,17,6,8,0,12,15,1,19,0,7
chr10,12720817,25,1,12,13,11,8,20,25,16,11,12,19,11,12,7,15,16,23,16,11,8,10,11,27,57,11,22,10,7,18,14,10,24,0,2,7,18,15,14,17,20,18,0,1,24,15,35,30,19,17,6,8,0,12,15,1,19,0,7
chr10,12720819,24,1,12,12,11,8,20,24,15,10,12,19,11,12,7,14,16,23,16,10,8,10,10,28,56,11,22,9,7,17,14,10,23,0,2,7,18,15,14,17,19,18,0,1,24,13,35,28,19,16,6,8,0,12,14,1,18,0,7
chr10,12720822,25,1,12,12,11,8,20,25,13,9,12,18,11,11,7,14,15,24,16,10,8,10,11,28,54,11,23,10,7,16,14,11,24,0,2,7,18,16,14,18,19,18,0,1,24,12,34,27,19,16,6,9,0,13,15,1,18,0,7
chr10,12720834,23,2,16,11,16,12,25,26,18,10,14,19,9,14,11,17,12,17,17,12,13,13,10,37,64,10,27,11,9,19,13,14,19,0,2,9,21,18,10,20,18,20,0,0,20,10,28,28,18,22,7,6,0,12,13,1,23,0,4
chr10,12720975,10,2,4,1,3,2,13,5,3,5,2,5,5,5,3,3,5,12,5,5,6,3,5,14,29,7,18,5,10,8,5,8,5,0,0,6,8,6,7,2,5,8,1,0,5,5,18,6,12,12,8,3,0,4,8,2,5,0,3
chr10,12720979,10,2,4,1,3,2,13,5,3,5,2,5,5,5,3,3,4,12,5,5,7,3,5,14,29,7,18,5,10,8,5,8,6,0,0,6,8,6,7,2,5,8,1,0,5,5,18,6,12,12,8,3,0,4,8,2,5,0,3
chr10,23848418,11,2,5,5,2,3,14,9,3,4,4,7,4,5,4,4,7,11,8,6,9,3,5,13,31,9,18,7,10,7,5,9,9,0,0,7,8,6,9,3,8,9,2,0,7,7,21,4,10,13,8,4,0,6,10,2,6,0,5
chr10,23848419,11,2,2,4,5,3,16,9,5,6,5,4,4,5,2,7,3,9,6,5,6,3,5,12,29,7,21,4,10,6,6,5,5,0,1,10,6,5,5,5,5,7,0,1,8,2,17,13,11,14,8,3,0,2,10,3,3,0,3
chr10,23848573,22,6,1,8,1,3,22,23,14,10,20,15,4,12,10,4,5,23,14,2,7,7,6,5,12,9,20,1,6,25,13,17,24,0,2,21,19,16,11,21,15,21,0,1,21,12,26,26,20,17,8,19,0,12,16,6,24,0,4
chr10,10091319,23,1,20,15,16,21,34,28,12,13,24,25,13,21,18,19,19,22,11,16,20,13,20,21,59,13,23,21,21,25,16,10,19,0,1,27,23,18,18,1,11,21,0,0,27,16,39,28,20,22,12,10,0,11,10,7,17,0,15
chr10,10091324,23,0,19,14,16,22,31,27,12,12,24,26,13,21,17,19,17,20,11,15,18,12,19,21,60,12,21,20,21,24,17,10,20,0,1,24,21,17,18,1,11,22,0,0,26,16,39,28,18,22,13,10,0,11,10,6,16,0,15
chr10,10091373,11,1,5,2,3,7,6,8,4,2,5,4,2,3,3,3,4,4,2,7,4,4,8,1,14,1,11,4,4,2,7,2,5,0,0,3,6,4,3,1,3,1,0,0,4,4,8,9,3,5,4,5,0,2,5,1,5,0,4
chr10,10091391,23,4,16,7,10,13,19,21,20,6,12,16,6,12,12,12,9,11,14,15,13,16,20,19,45,9,17,14,16,13,9,6,9,0,0,14,21,10,15,1,10,5,2,0,18,11,26,22,15,20,9,11,0,9,13,6,16,0,10
chr10,12701769,25,0,15,8,9,21,23,38,17,17,16,15,8,20,13,15,13,26,17,14,16,10,27,32,62,10,24,21,15,23,13,21,26,1,2,9,19,14,13,1,7,9,0,0,30,5,37,20,23,15,14,24,0,9,19,3,19,0,10
chr10,12701773,25,0,15,8,9,21,23,39,17,17,16,15,8,20,13,14,13,26,17,14,16,10,27,32,62,10,24,22,15,23,13,21,26,1,2,9,19,14,13,1,7,9,0,0,30,5,37,20,23,15,14,24,0,9,19,3,19,0,10
chr10,12706221,25,0,16,8,9,22,23,40,17,17,17,15,9,21,13,14,13,26,17,14,17,11,27,34,63,10,25,23,15,23,14,21,27,1,2,9,19,14,13,1,7,9,0,0,31,5,38,22,23,16,14,25,0,9,19,3,19,0,10
chr10,23848590,24,1,17,7,10,23,25,43,17,19,20,14,10,22,14,17,15,25,19,13,18,9,27,37,66,10,27,25,14,23,16,27,29,2,2,10,21,15,14,1,8,9,0,0,32,5,41,24,26,18,15,25,0,11,21,4,22,0,10
chr10,23848595,99,9,56,65,55,52,97,88,78,60,79,82,38,90,57,63,61,85,66,66,62,39,68,84,133,44,76,55,57,71,63,74,78,1,7,69,95,69,68,67,61,63,0,5,66,70,104,91,72,71,38,58,0,66,51,33,77,0,40
chr10,12701437,8,1,4,9,6,1,11,8,5,8,1,7,4,3,7,11,9,12,1,1,5,3,3,8,28,10,25,6,6,7,3,0,6,0,1,5,9,7,3,4,4,5,0,0,6,6,17,9,9,9,2,3,0,4,8,2,5,0,5
chr10,9384700,10,1,5,10,6,1,13,8,5,9,0,10,4,3,7,10,10,12,1,1,5,4,3,9,31,10,27,7,6,5,4,0,7,0,1,6,10,7,3,4,5,6,0,0,6,7,18,10,11,9,1,3,0,5,7,2,6,0,5
chr10,9384711,11,1,6,10,7,1,12,7,6,9,0,12,4,3,7,10,11,11,1,1,5,4,3,9,30,11,27,7,7,5,4,0,7,0,1,6,10,7,3,3,5,7,0,0,6,7,19,9,11,10,1,3,0,4,7,2,6,0,5
chr10,9384718,10,1,7,9,7,1,11,8,5,9,0,13,4,3,6,9,11,10,0,1,5,4,2,9,31,10,25,7,7,4,4,0,6,0,1,5,9,7,3,3,5,7,0,0,6,7,19,8,11,11,2,2,0,4,6,2,5,0,6
chr10,9384722,24,0,16,8,9,21,24,41,17,18,17,15,9,21,13,14,14,26,17,14,17,10,27,37,66,10,26,24,14,24,15,24,28,2,2,9,20,14,13,1,7,9,0,0,32,5,38,23,24,17,14,25,0,9,19,3,21,0,10
chr10,9384728,24,1,18,7,9,25,26,40,17,22,20,16,10,21,15,17,14,28,18,15,19,9,28,39,70,10,28,25,14,25,17,26,27,2,2,10,20,15,17,1,8,10,0,0,33,6,44,25,29,20,16,25,0,12,22,4,23,0,10
chr10,9384735,24,4,16,7,10,13,20,22,21,6,12,17,6,12,13,12,9,11,15,15,14,16,21,19,45,9,18,14,16,13,9,6,9,0,0,15,21,10,15,1,10,5,2,0,19,11,26,22,15,21,9,11,0,10,13,6,16,0,10
chr10,9384796,20,0,12,5,14,25,26,23,17,8,12,16,6,9,15,12,11,15,13,12,11,11,18,20,42,4,19,16,18,20,12,5,13,1,2,20,20,16,12,1,7,8,1,1,17,10,28,19,20,26,12,11,0,10,21,2,18,0,5
chr10,10091394,21,0,12,6,14,25,26,23,17,8,12,16,6,8,15,12,11,15,13,12,11,11,18,20,43,4,19,16,18,20,12,5,13,1,2,20,19,16,13,1,7,8,1,1,16,10,28,19,20,26,12,11,0,10,21,2,18,0,5
chr10,23848394,21,0,12,5,14,26,25,23,17,8,12,16,6,8,15,12,11,15,13,12,10,12,18,20,43,4,19,15,18,20,12,5,12,1,2,19,19,16,13,1,7,8,1,1,16,9,27,19,21,26,12,11,0,9,21,2,18,0,5
chr10,23848454,21,0,12,5,14,27,25,24,17,8,12,17,6,8,15,12,11,16,13,12,10,12,18,19,43,4,19,15,18,20,13,5,12,1,2,19,19,16,13,1,7,8,1,1,16,9,27,19,20,27,12,11,0,9,21,2,18,0,5
chr10,12720644,24,1,18,7,10,23,25,42,17,20,20,14,10,22,14,17,15,25,19,14,19,9,27,36,67,10,28,25,14,24,17,27,29,2,2,10,21,15,14,1,8,9,0,0,32,5,42,24,26,18,15,25,0,12,21,4,22,0,10
chr10,12720648,21,3,14,7,11,12,23,21,24,5,10,17,7,11,12,11,12,10,16,12,12,15,18,22,41,9,18,12,18,15,8,6,9,0,0,18,21,10,15,1,9,5,2,0,19,8,30,22,18,21,12,11,0,10,13,5,17,0,9
chr10,12706252,21,1,13,8,19,17,40,28,18,17,12,20,12,14,8,7,10,16,18,14,23,17,13,28,47,7,15,31,10,21,15,19,18,0,0,20,10,13,6,13,17,11,0,0,23,5,30,17,26,18,8,10,0,10,13,7,17,0,7
chr10,23848473,19,1,13,8,19,17,40,28,17,17,11,20,12,13,9,8,10,16,17,14,25,15,12,32,48,9,16,30,9,23,16,18,16,0,0,19,9,14,9,13,16,11,0,0,24,5,30,19,24,17,8,11,0,9,12,6,15,0,6
chr10,23848474,19,1,14,8,19,17,43,29,17,18,11,20,12,14,10,8,10,16,17,14,25,15,12,32,50,9,16,30,9,22,16,21,16,0,0,22,10,14,9,16,16,12,0,0,25,6,31,19,24,17,9,11,0,9,13,6,15,0,6
chr10,23746213,17,1,14,8,19,18,44,29,17,18,11,19,12,14,10,8,9,16,18,15,25,15,13,33,49,9,17,30,9,21,16,21,16,0,0,21,9,13,9,16,17,12,0,0,25,6,31,20,24,16,9,11,0,9,13,7,15,0,6
chr10,23746227,12,0,4,4,3,7,6,18,6,6,3,8,3,5,5,4,5,8,8,7,6,6,10,12,31,4,13,9,4,10,6,9,8,0,2,1,8,5,3,1,3,6,0,0,10,1,19,7,12,7,7,10,0,5,9,1,8,0,2
chr10,23746237,22,0,14,8,9,19,21,34,14,15,15,15,7,15,13,11,12,24,15,13,15,10,24,28,58,9,21,18,13,21,13,20,21,1,2,7,19,12,12,1,6,9,0,0,26,5,33,18,22,14,12,20,0,8,17,3,18,0,9
chr10,23746243,10,1,8,9,7,1,12,6,5,10,0,13,3,5,5,9,12,9,0,1,6,4,2,8,33,9,25,6,8,5,5,0,6,0,1,6,8,7,3,3,5,7,0,0,5,7,19,7,11,10,4,1,0,4,6,2,5,0,6
chr10,23746483,19,0,12,5,15,23,25,23,17,7,12,16,6,10,15,11,10,14,13,11,11,11,18,19,39,4,18,16,18,19,12,5,12,1,2,20,18,15,12,1,7,8,1,1,16,10,27,18,18,25,12,11,0,10,21,2,17,0,5
chr10,23746491,1,0,0,0,27,25,38,3,2,1,23,20,0,20,3,1,11,1,21,19,24,12,27,1,8,2,22,17,2,32,1,12,22,0,0,24,2,1,3,0,0,31,0,0,23,4,0,3,2,3,5,2,2,1,1,1,2,1,1
chr10,23746506,8,0,3,3,5,7,15,13,7,7,4,8,4,7,8,3,9,4,9,5,8,6,8,7,16,4,12,10,5,9,1,4,7,1,0,9,9,5,3,4,3,6,0,1,8,7,7,2,9,4,5,7,5,2,6,3,3,3,4
